Artikelnummer;Artikelname;Merkmalgruppe;Merkmal;Globales Merkmal;Sortiernummer (Merkmal);Merkmalwert;URL-Pfad (Merkmalwert);Titel-Tag (Merkmalwert);Meta-Keywords (Merkmalwert);Meta-Description (Merkmalwert);Beschreibung (Merkmalwert);Sortiernummer (Merkmalwert)
63;Clara Shirt Schwarz XS;Größe;Größe;0;0;XS;;Pyjamashorts Bea – Modal, 2 Taschen, Weicher Bund & Bequemster Komfort;Shorts mit Taschen Modal;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
63;Clara Shirt Schwarz XS;Passform;Passform;0;0;Oversized;;Kurzarm Pyjamashirt Damen – Oversized, Locker & Bequem, V-Ausschnitt;Kurzarm Schlafshirt V-Ausschnitt;Lässiges Pyjamashirt für Damen mit V-Ausschnitt, kurzarm und oversized geschnitten. Sehr locker und bequem für einen entspannten Schlaf;Lässiges Pyjamashirt für Damen mit V-Ausschnitt, kurzarm und oversized geschnitten. Sehr locker und bequem für einen entspannten Schlaf;0
63;Clara Shirt Schwarz XS;Farbe;Farbe;0;0;Schwarz;;Pyjamashorts Bea – Modal, 2 Taschen, Weicher Bund & Bequemster Komfort;Shorts 2 Taschen Modal;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
63;Clara Shirt Schwarz XS;Länge;Ärmellänge;0;0;Kurzer Arm;;Pyjamashirt kurzarm – V-Ausschnitt, Oversized, Locker & Lässig für Damen;Pyjamashirt kurzarm;Lässiges Pyjamashirt für Damen mit V-Ausschnitt, kurzarm und oversized geschnitten. Sehr locker und bequem für einen entspannten Schlaf;Lässiges Pyjamashirt für Damen mit V-Ausschnitt, kurzarm und oversized geschnitten. Sehr locker und bequem für einen entspannten Schlaf;0
62;Clara Shirt;Eigenschaften;Ausschnitt;0;0;V-Ausschnitt;;Locker geschnittenes Pyjamashirt – Kurzarm, Oversized & Lässig, V-Ausschnitt;V-Ausschnitt Pyjamashirt;Lässiges Pyjamashirt für Damen mit V-Ausschnitt, kurzarm und oversized geschnitten. Sehr locker und bequem für einen entspannten Schlaf;Lässiges Pyjamashirt für Damen mit V-Ausschnitt, kurzarm und oversized geschnitten. Sehr locker und bequem für einen entspannten Schlaf;0
62;Clara Shirt;Abteilung;Abteilung;0;0;Damen;Nachtwäsche und Loungwear Damen;Weiche Bea Shorts – Modal Pyjamapants, 2 Taschen & Komfortabler Bund;Weiche Shorts mit Taschen;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
62;Clara Shirt;Kollektion;Kollektion;0;0;NOS;;Bequemes Kindernachthemd – Organic Cotton, Farbenfroh & 3/4 Arm;Bequemes Kindernachthemd;Farbenfrohes Kindernachthemd aus Organic Cotton mit 3/4-Arm. Bequem und aus Bio-Baumwolle für einen erholsamen Schlaf;Farbenfrohes Kindernachthemd aus Organic Cotton mit 3/4-Arm. Bequem und aus Bio-Baumwolle für einen erholsamen Schlaf;0
62;Clara Shirt;Material;Material;0;0;90% Lenzing Modal und 10% Elasthan;;Bea Pyjamashorts Damen – Super soft Modal, Bequemster Bund & 2 Taschen;Damen Pyjamapants Modal;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
62;Clara Shirt;Produkt;Produktart;0;0;Shirt;;Langarm Cami Nachtwäsche Shirt – Lässiger Fit, Leichter Gummibund;Schlafshirt Langarm Damen;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;0
62;Clara Shirt;Passform;Passform;0;0;Oversized;;Kurzarm Pyjamashirt Damen – Oversized, Locker & Bequem, V-Ausschnitt;Kurzarm Schlafshirt V-Ausschnitt;Lässiges Pyjamashirt für Damen mit V-Ausschnitt, kurzarm und oversized geschnitten. Sehr locker und bequem für einen entspannten Schlaf;Lässiges Pyjamashirt für Damen mit V-Ausschnitt, kurzarm und oversized geschnitten. Sehr locker und bequem für einen entspannten Schlaf;0
62;Clara Shirt;Länge;Ärmellänge;0;0;Kurzer Arm;;Pyjamashirt kurzarm – V-Ausschnitt, Oversized, Locker & Lässig für Damen;Pyjamashirt kurzarm;Lässiges Pyjamashirt für Damen mit V-Ausschnitt, kurzarm und oversized geschnitten. Sehr locker und bequem für einen entspannten Schlaf;Lässiges Pyjamashirt für Damen mit V-Ausschnitt, kurzarm und oversized geschnitten. Sehr locker und bequem für einen entspannten Schlaf;0
61;Carlotta Top XL Mauve;Passform;Passform;0;0;Regular fit;;;;;Neuer Wert;0
61;Carlotta Top XL Mauve;Abteilung;Abteilung;0;0;Damen;Nachtwäsche und Loungwear Damen;Weiche Bea Shorts – Modal Pyjamapants, 2 Taschen & Komfortabler Bund;Weiche Shorts mit Taschen;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
61;Carlotta Top XL Mauve;Eigenschaften;Ausschnitt;0;0;Rundhals;;Nachtwäsche Shirt Cami – Langarm, Lässiger Fit & Leichter Gummisaum;Cami Shirt Langarm;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;0
61;Carlotta Top XL Mauve;Material;Material;0;0;90% Lenzing Modal und 10% Elasthan;;Bea Pyjamashorts Damen – Super soft Modal, Bequemster Bund & 2 Taschen;Damen Pyjamapants Modal;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
61;Carlotta Top XL Mauve;Produkt;Produktart;0;0;Shirt;;Langarm Cami Nachtwäsche Shirt – Lässiger Fit, Leichter Gummibund;Schlafshirt Langarm Damen;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;0
61;Carlotta Top XL Mauve;Größe;Größe;0;0;XL;;Komfortable Nachtwäschehose – Super soft Baumwolle, Gummi & Anti-Rutsch-Saum;Nacht- und Loungewearhose;Super soft Loungewearhose aus Baumwolle mit bequemem Gummibund. Leichtes Gummi am Saum verhindert Rutschen über die Ferse. Perfekt für Nacht & Lounge.;Super soft Loungewearhose aus Baumwolle mit bequemem Gummibund. Leichtes Gummi am Saum verhindert Rutschen über die Ferse. Perfekt für Nacht & Lounge.;0
61;Carlotta Top XL Mauve;Länge;Ärmellänge;0;0;Ohne Arm;;Ärmelloses Pyjamashirt – Gerade geschnitten, Modal & Bequem für Damen;Pyjamashirt ohne Ärmel Modal;Ärmelloses Pyjamashirt aus Modal, gerade geschnitten und bequem. Perfekt für einen erholsamen Schlaf und angenehm für warme Nächte.;Ärmelloses Pyjamashirt aus Modal, gerade geschnitten und bequem. Perfekt für einen erholsamen Schlaf und angenehm für warme Nächte.;0
61;Carlotta Top XL Mauve;Kollektion;Kollektion;0;0;Sommer;;Pyjamashorts Modal – Bea Shorts, Weicher Bund & 2 Praktische Taschen;Pyjamahose weich Modal;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
61;Carlotta Top XL Mauve;Farbe;Farbe;0;0;Mauve;;Damen Bea Shorts – Modal, 2 Taschen, Super soft & Weicher Bund;Bequeme Nachtwäsche Shorts;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
60;Carlotta Top XL Schwarz;Passform;Passform;0;0;Regular fit;;;;;Neuer Wert;0
60;Carlotta Top XL Schwarz;Abteilung;Abteilung;0;0;Damen;Nachtwäsche und Loungwear Damen;Weiche Bea Shorts – Modal Pyjamapants, 2 Taschen & Komfortabler Bund;Weiche Shorts mit Taschen;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
60;Carlotta Top XL Schwarz;Eigenschaften;Ausschnitt;0;0;Rundhals;;Nachtwäsche Shirt Cami – Langarm, Lässiger Fit & Leichter Gummisaum;Cami Shirt Langarm;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;0
60;Carlotta Top XL Schwarz;Kollektion;Kollektion;0;0;NOS;;Bequemes Kindernachthemd – Organic Cotton, Farbenfroh & 3/4 Arm;Bequemes Kindernachthemd;Farbenfrohes Kindernachthemd aus Organic Cotton mit 3/4-Arm. Bequem und aus Bio-Baumwolle für einen erholsamen Schlaf;Farbenfrohes Kindernachthemd aus Organic Cotton mit 3/4-Arm. Bequem und aus Bio-Baumwolle für einen erholsamen Schlaf;0
60;Carlotta Top XL Schwarz;Material;Material;0;0;90% Lenzing Modal und 10% Elasthan;;Bea Pyjamashorts Damen – Super soft Modal, Bequemster Bund & 2 Taschen;Damen Pyjamapants Modal;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
60;Carlotta Top XL Schwarz;Produkt;Produktart;0;0;Shirt;;Langarm Cami Nachtwäsche Shirt – Lässiger Fit, Leichter Gummibund;Schlafshirt Langarm Damen;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;0
60;Carlotta Top XL Schwarz;Größe;Größe;0;0;XL;;Komfortable Nachtwäschehose – Super soft Baumwolle, Gummi & Anti-Rutsch-Saum;Nacht- und Loungewearhose;Super soft Loungewearhose aus Baumwolle mit bequemem Gummibund. Leichtes Gummi am Saum verhindert Rutschen über die Ferse. Perfekt für Nacht & Lounge.;Super soft Loungewearhose aus Baumwolle mit bequemem Gummibund. Leichtes Gummi am Saum verhindert Rutschen über die Ferse. Perfekt für Nacht & Lounge.;0
60;Carlotta Top XL Schwarz;Länge;Ärmellänge;0;0;Ohne Arm;;Ärmelloses Pyjamashirt – Gerade geschnitten, Modal & Bequem für Damen;Pyjamashirt ohne Ärmel Modal;Ärmelloses Pyjamashirt aus Modal, gerade geschnitten und bequem. Perfekt für einen erholsamen Schlaf und angenehm für warme Nächte.;Ärmelloses Pyjamashirt aus Modal, gerade geschnitten und bequem. Perfekt für einen erholsamen Schlaf und angenehm für warme Nächte.;0
60;Carlotta Top XL Schwarz;Farbe;Farbe;0;0;Schwarz;;Pyjamashorts Bea – Modal, 2 Taschen, Weicher Bund & Bequemster Komfort;Shorts 2 Taschen Modal;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
59;Carlotta Top L Mauve;Passform;Passform;0;0;Regular fit;;;;;Neuer Wert;0
59;Carlotta Top L Mauve;Abteilung;Abteilung;0;0;Damen;Nachtwäsche und Loungwear Damen;Weiche Bea Shorts – Modal Pyjamapants, 2 Taschen & Komfortabler Bund;Weiche Shorts mit Taschen;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
59;Carlotta Top L Mauve;Eigenschaften;Ausschnitt;0;0;Rundhals;;Nachtwäsche Shirt Cami – Langarm, Lässiger Fit & Leichter Gummisaum;Cami Shirt Langarm;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;0
59;Carlotta Top L Mauve;Material;Material;0;0;90% Lenzing Modal und 10% Elasthan;;Bea Pyjamashorts Damen – Super soft Modal, Bequemster Bund & 2 Taschen;Damen Pyjamapants Modal;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
59;Carlotta Top L Mauve;Produkt;Produktart;0;0;Shirt;;Langarm Cami Nachtwäsche Shirt – Lässiger Fit, Leichter Gummibund;Schlafshirt Langarm Damen;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;0
59;Carlotta Top L Mauve;Größe;Größe;0;0;L;;Baumwoll Loungewearhose – Super soft, Bequemster Fit & Rutschschutz am Saum;Leichtes Gummi am Saum;Super soft Loungewearhose aus Baumwolle mit bequemem Gummibund. Leichtes Gummi am Saum verhindert Rutschen über die Ferse. Perfekt für Nacht & Lounge.;Super soft Loungewearhose aus Baumwolle mit bequemem Gummibund. Leichtes Gummi am Saum verhindert Rutschen über die Ferse. Perfekt für Nacht & Lounge.;0
59;Carlotta Top L Mauve;Länge;Ärmellänge;0;0;Ohne Arm;;Ärmelloses Pyjamashirt – Gerade geschnitten, Modal & Bequem für Damen;Pyjamashirt ohne Ärmel Modal;Ärmelloses Pyjamashirt aus Modal, gerade geschnitten und bequem. Perfekt für einen erholsamen Schlaf und angenehm für warme Nächte.;Ärmelloses Pyjamashirt aus Modal, gerade geschnitten und bequem. Perfekt für einen erholsamen Schlaf und angenehm für warme Nächte.;0
59;Carlotta Top L Mauve;Kollektion;Kollektion;0;0;Sommer;;Pyjamashorts Modal – Bea Shorts, Weicher Bund & 2 Praktische Taschen;Pyjamahose weich Modal;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
59;Carlotta Top L Mauve;Farbe;Farbe;0;0;Mauve;;Damen Bea Shorts – Modal, 2 Taschen, Super soft & Weicher Bund;Bequeme Nachtwäsche Shorts;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
58;Carlotta Top L Schwarz;Passform;Passform;0;0;Regular fit;;;;;Neuer Wert;0
58;Carlotta Top L Schwarz;Abteilung;Abteilung;0;0;Damen;Nachtwäsche und Loungwear Damen;Weiche Bea Shorts – Modal Pyjamapants, 2 Taschen & Komfortabler Bund;Weiche Shorts mit Taschen;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
58;Carlotta Top L Schwarz;Eigenschaften;Ausschnitt;0;0;Rundhals;;Nachtwäsche Shirt Cami – Langarm, Lässiger Fit & Leichter Gummisaum;Cami Shirt Langarm;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;0
58;Carlotta Top L Schwarz;Kollektion;Kollektion;0;0;NOS;;Bequemes Kindernachthemd – Organic Cotton, Farbenfroh & 3/4 Arm;Bequemes Kindernachthemd;Farbenfrohes Kindernachthemd aus Organic Cotton mit 3/4-Arm. Bequem und aus Bio-Baumwolle für einen erholsamen Schlaf;Farbenfrohes Kindernachthemd aus Organic Cotton mit 3/4-Arm. Bequem und aus Bio-Baumwolle für einen erholsamen Schlaf;0
58;Carlotta Top L Schwarz;Material;Material;0;0;90% Lenzing Modal und 10% Elasthan;;Bea Pyjamashorts Damen – Super soft Modal, Bequemster Bund & 2 Taschen;Damen Pyjamapants Modal;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
58;Carlotta Top L Schwarz;Produkt;Produktart;0;0;Shirt;;Langarm Cami Nachtwäsche Shirt – Lässiger Fit, Leichter Gummibund;Schlafshirt Langarm Damen;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;0
58;Carlotta Top L Schwarz;Größe;Größe;0;0;L;;Baumwoll Loungewearhose – Super soft, Bequemster Fit & Rutschschutz am Saum;Leichtes Gummi am Saum;Super soft Loungewearhose aus Baumwolle mit bequemem Gummibund. Leichtes Gummi am Saum verhindert Rutschen über die Ferse. Perfekt für Nacht & Lounge.;Super soft Loungewearhose aus Baumwolle mit bequemem Gummibund. Leichtes Gummi am Saum verhindert Rutschen über die Ferse. Perfekt für Nacht & Lounge.;0
58;Carlotta Top L Schwarz;Länge;Ärmellänge;0;0;Ohne Arm;;Ärmelloses Pyjamashirt – Gerade geschnitten, Modal & Bequem für Damen;Pyjamashirt ohne Ärmel Modal;Ärmelloses Pyjamashirt aus Modal, gerade geschnitten und bequem. Perfekt für einen erholsamen Schlaf und angenehm für warme Nächte.;Ärmelloses Pyjamashirt aus Modal, gerade geschnitten und bequem. Perfekt für einen erholsamen Schlaf und angenehm für warme Nächte.;0
58;Carlotta Top L Schwarz;Farbe;Farbe;0;0;Schwarz;;Pyjamashorts Bea – Modal, 2 Taschen, Weicher Bund & Bequemster Komfort;Shorts 2 Taschen Modal;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
57;Carlotta Top M Mauve;Passform;Passform;0;0;Regular fit;;;;;Neuer Wert;0
57;Carlotta Top M Mauve;Abteilung;Abteilung;0;0;Damen;Nachtwäsche und Loungwear Damen;Weiche Bea Shorts – Modal Pyjamapants, 2 Taschen & Komfortabler Bund;Weiche Shorts mit Taschen;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
57;Carlotta Top M Mauve;Eigenschaften;Ausschnitt;0;0;Rundhals;;Nachtwäsche Shirt Cami – Langarm, Lässiger Fit & Leichter Gummisaum;Cami Shirt Langarm;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;0
57;Carlotta Top M Mauve;Material;Material;0;0;90% Lenzing Modal und 10% Elasthan;;Bea Pyjamashorts Damen – Super soft Modal, Bequemster Bund & 2 Taschen;Damen Pyjamapants Modal;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
57;Carlotta Top M Mauve;Produkt;Produktart;0;0;Shirt;;Langarm Cami Nachtwäsche Shirt – Lässiger Fit, Leichter Gummibund;Schlafshirt Langarm Damen;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;0
57;Carlotta Top M Mauve;Größe;Größe;0;0;M;;Bequeme Lounge- und Nachthose – Baumwolle, Leichter Gummibund & Rutschfester Saum;Rutschfeste Loungehose;Super soft Loungewearhose aus Baumwolle mit bequemem Gummibund. Leichtes Gummi am Saum verhindert Rutschen über die Ferse. Perfekt für Nacht & Lounge.;Super soft Loungewearhose aus Baumwolle mit bequemem Gummibund. Leichtes Gummi am Saum verhindert Rutschen über die Ferse. Perfekt für Nacht & Lounge.;0
57;Carlotta Top M Mauve;Länge;Ärmellänge;0;0;Ohne Arm;;Ärmelloses Pyjamashirt – Gerade geschnitten, Modal & Bequem für Damen;Pyjamashirt ohne Ärmel Modal;Ärmelloses Pyjamashirt aus Modal, gerade geschnitten und bequem. Perfekt für einen erholsamen Schlaf und angenehm für warme Nächte.;Ärmelloses Pyjamashirt aus Modal, gerade geschnitten und bequem. Perfekt für einen erholsamen Schlaf und angenehm für warme Nächte.;0
57;Carlotta Top M Mauve;Kollektion;Kollektion;0;0;Sommer;;Pyjamashorts Modal – Bea Shorts, Weicher Bund & 2 Praktische Taschen;Pyjamahose weich Modal;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
57;Carlotta Top M Mauve;Farbe;Farbe;0;0;Mauve;;Damen Bea Shorts – Modal, 2 Taschen, Super soft & Weicher Bund;Bequeme Nachtwäsche Shorts;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
56;Carlotta Top M Schwarz;Passform;Passform;0;0;Regular fit;;;;;Neuer Wert;0
56;Carlotta Top M Schwarz;Abteilung;Abteilung;0;0;Damen;Nachtwäsche und Loungwear Damen;Weiche Bea Shorts – Modal Pyjamapants, 2 Taschen & Komfortabler Bund;Weiche Shorts mit Taschen;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
56;Carlotta Top M Schwarz;Eigenschaften;Ausschnitt;0;0;Rundhals;;Nachtwäsche Shirt Cami – Langarm, Lässiger Fit & Leichter Gummisaum;Cami Shirt Langarm;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;0
56;Carlotta Top M Schwarz;Kollektion;Kollektion;0;0;NOS;;Bequemes Kindernachthemd – Organic Cotton, Farbenfroh & 3/4 Arm;Bequemes Kindernachthemd;Farbenfrohes Kindernachthemd aus Organic Cotton mit 3/4-Arm. Bequem und aus Bio-Baumwolle für einen erholsamen Schlaf;Farbenfrohes Kindernachthemd aus Organic Cotton mit 3/4-Arm. Bequem und aus Bio-Baumwolle für einen erholsamen Schlaf;0
56;Carlotta Top M Schwarz;Material;Material;0;0;90% Lenzing Modal und 10% Elasthan;;Bea Pyjamashorts Damen – Super soft Modal, Bequemster Bund & 2 Taschen;Damen Pyjamapants Modal;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;Bea Shorts aus super softem Modal mit weichem Bund und 2 Taschen. Die bequemste Pyjamapants für maximalen Komfort und erholsamen Schlaf;0
56;Carlotta Top M Schwarz;Produkt;Produktart;0;0;Shirt;;Langarm Cami Nachtwäsche Shirt – Lässiger Fit, Leichter Gummibund;Schlafshirt Langarm Damen;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;Lässiges Nachtshirt mit langem Arm und leichtem Gummisaum für optimalen Sitz. Perfekt als bequeme Nachtwäsche für entspannten Komfort.;0
56;Carlotta Top M Schwarz;Größe;Größe;0;0;M;;Bequeme Lounge- und Nachthose – Baumwolle, Leichter Gummibund & Rutschfester Saum;Rutschfeste Loungehose;Super soft Loungewearhose aus Baumwolle mit bequemem Gummibund. Leichtes Gummi am Saum verhindert Rutschen über die Ferse. Perfekt für Nacht & Lounge.;Super soft Loungewearhose aus Baumwolle mit bequemem Gummibund. Leichtes Gummi am Saum verhindert Rutschen über die Ferse. Perfekt für Nacht & Lounge.;0
56;Carlotta Top M Schwarz;Länge;Ärmellänge;0;0;Ohne Arm;;Ärmelloses Pyjamashirt – Gerade geschnitten, Modal & Bequem für Damen;Pyjamashirt ohne Ärmel Modal;Ärmelloses Pyjamashirt aus Modal, gerade geschnitten und bequem. Perfekt für einen erholsamen Schlaf und angenehm für warme Nächte.;Ärmelloses Pyjamashirt aus Modal, gerade geschnitten und bequem. Perfekt für einen erholsamen Schlaf und angenehm für warme Nächte.;0
